"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1235",3,"Coordinated Care Corporation Indiana, Inc. (d/b/a Managed Health Services)
                                    
                                        
                                    

                                    
                                        Special Project: IN Medicaid","IN","HMO","Yes",3,2.5,2.5,"Medicaid"
"1334",NA,"CareSource Indiana, Inc.","IN","HMO","No (In process)",NA,NA,NA,"Medicaid"
"941",4.5,"Gundersen Health Plan, Inc.","IA","HMO","Yes",3.5,4,4.5,"Commercial"
"1040",4.5,"HealthPartners Administrators Inc.","IA","HMO/POS/PPO","Yes",3.5,4.5,4,"Commercial"
"1139",4,"Health Alliance Midwest, Inc.","IA","HMO/POS","Yes",4,4,3.5,"Commercial"
"1236",4,"Medical Associates Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: Accreditation","IA","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1335",4,"Wellmark Health Plan of Iowa, Inc.","IA","HMO/POS","Yes",4,4,3.5,"Commercial"
"1428",3.5,"Aetna Life Insurance Company (Iowa)","IA","PPO/EPO","Yes",3,3,3,"Commercial"
"1528",3.5,"Avera Health Plans, Inc.","IA","HMO","Yes",2,2.5,3.5,"Commercial"
"1626",3.5,"Sanford Health Plan","IA","HMO","Yes",2,3.5,3.5,"Commercial"
"1726",3.5,"United Healthcare Services, Inc  (Iowa)","IA","PPO","Yes",2.5,3.5,3,"Commercial"
"1822",3.5,"UnitedHealthcare Insurance Company (Iowa)","IA","PPO","Yes",2.5,3.5,3,"Commercial"
"1921",3.5,"UnitedHealthcare Plan of the River Valley, Inc.","IA","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"2018",3.5,"UnitedHealthcare Services Company of the River Valley, Inc.","IA","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"2116",3,"Cigna Health and Life Insurance Company - Iowa","IA","PPO","Yes",3,2.5,2,"Commercial"
"2216",3,"Connecticut General Life Insurance Company - Iowa","IA","PPO","Yes",3,2.5,2,"Commercial"
"2316",NA,"Aetna Health of Iowa Inc.","IA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2413",NA,"Aetna Health of Iowa Inc. dba Coventry Health Care of Iowa","IA","HMO/POS","Yes",NA,NA,NA,"Commercial"
"2512",NA,"Medica Insurance Company-Iowa","IA","PPO","Yes",NA,NA,NA,"Commercial"
"2611",NA,"UnitedHealthcare Military & Veterans Services, LLC","IA","POS","Yes",NA,NA,NA,"Commercial"
"278",NA,"Wellmark Synergy Health, Inc.","IA","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"287",NA,"Wellmark Value Health Plan, Inc.","IA","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"297",12,"12","IA","12","12",12,12,12,"Commercial"
"942",5,"Gundersen Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5262","IA","HMO","Yes",5,5,4.5,"Medicare"
"1041",5,"Medical Associates Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1651","IA","HMO","Yes",5,4.5,NA,"Medicare"
"1140",4.5,"Aetna Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","IA","PPO","Yes",3.5,4,4,"Medicare"
"1237",4,"Aetna Health Inc. (Florida) - Iowa
                                    
                                        
                                    

                                    
                                        CMS Contract: H1609","IA","HMO","Yes",3.5,4,3,"Medicare"
"1336",4,"Sierra Health and Life Insurance Company, Inc. (IA,KS,MO,NE)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","IA","PPO","Yes",3.5,4,3.5,"Medicare"
"1429",4,"UnitedHealthcare of the Midlands
                                    
                                        
                                    

                                    
                                        CMS Contract: H2802","IA","HMO","Yes",NA,4.5,3,"Medicare"
"1529",4,"UnitedHealthcare of Wisconsin, Inc
                                    
                                        
                                    

                                    
                                        CMS Contract: H5253","IA","HMO/POS","Yes",NA,3.5,3.5,"Medicare"
"1627",3.5,"CHA HMO, Inc (Hawaii/Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0028","IA","HMO","No",2.5,3.5,3.5,"Medicare"
"1727",3.5,"Coventry Health and Life Insurance Company (Iowa)
                                    
                                        
                                    

                                    
                                        CMS Contract: H1608","IA","PPO","No",4,3.5,3.5,"Medicare"
