"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"10110",3,"Cigna Health and Life Insurance","SC","PPO","Yes",2.5,3,2.5,"Commercial"
"11103",3,"Connecticut General Life Insurance (Cigna)","SC","PPO","Yes",2.5,3,2.5,"Commercial"
"1297",3,"Coventry Health Care of the Carolinas","SC","HMO/POS","Yes",3,3,2,"Commercial"
"1393",3,"Humana Health Plan","SC","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1489",3,"United HealthCare Services","SC","PPO","Yes",3.5,2,2.5,"Commercial"
"1587",3,"UnitedHealthcare Insurance","SC","PPO","Yes",3.5,2,2.5,"Commercial"
"1683",2.5,"Aetna Life Insurance Company (South Carolina)","SC","PPO","Yes",3,2,1.5,"Commercial"
"1776",NA,"Cigna HealthCare of South Carolina","SC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1872",NA,"Consumer's Choice Health Insurance Company","SC","PPO","Yes",NA,NA,NA,"Commercial"
"1969",NA,"Special Agents Mutual Benefit Association","SC","PPO","No",3,NA,NA,"Commercial"
"2063",NA,"Compass Rose Health Plan","SC","PPO","No",NA,NA,NA,"Commercial"
"9113",4,"Aetna Life Insurance Company (Pennsylvania)","SC","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10111",4,"Aetna Life Insurance Company (South Carolina)","SC","PPO","Yes",3.5,3.5,3.5,"Medicare"
"11104",4,"Humana Health Plan","SC","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1298",3.5,"Humana Health Plan - Kentucky","SC","HMO","Yes",3,3,3,"Medicare"
"1394",3.5,"Humana Insurance (Ohio)","SC","PPO","Yes",3.5,3.5,3,"Medicare"
"1490",3.5,"UnitedHealthcare Insurance","SC","PPO","Yes",3,3.5,3,"Medicare"
"1588",3.5,"UnitedHealthcare Insurance","SC","HMO","Yes",3,3,2.5,"Medicare"
"1684",3,"Humana Insurance","SC","PPO","No",4,3,3,"Medicare"
"1777",2.5,"Care Improvement Plus South Central Insurance (H6528)","SC","PPO","No",2.5,2.5,2,"Medicare"
"1873",2.5,"Care Improvement Plus South Central Insurance (R3444)","SC","PPO","No",3,2.5,2,"Medicare"
"1970",2.5,"Care Improvement Plus South Central Insurance (R9896)","SC","PPO","No",3,3,2.5,"Medicare"
"2064",1.5,"Windsor Health Plan (TN)","SC","HMO","No",2,1.5,1.5,"Medicare"
"2157",NA,"America's 1st Choice Health Plans","SC","PPO","No",NA,1,2.5,"Medicare"
"2249",NA,"Cigna HealthCare of South Carolina","SC","HMO","No",NA,NA,2,"Medicare"
"9114",3.5,"Select Health of South Carolina","SC","HMO","Yes",4,3,2.5,"Medicaid"
"10112",3,"Absolute Total Care","SC","HMO","Yes",4,2.5,2,"Medicaid"
"11105",3,"BlueChoice HealthPlan of South Carolina","SC","HMO","Yes",3.5,2.5,2.5,"Medicaid"
"1299",2.5,"Molina Healthcare of South Carolina","SC","HMO","No (In process)",4,2,2,"Medicaid"
"1395",2.5,"WellCare of South Carolina","SC","HMO","Yes (Interim)",3.5,2,2.5,"Medicaid"
"1491",NA,"Advicare Corporation","SC","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"9115",4,"Medica Insurance Company (MIC)","SD","PPO","Yes",3,3.5,4,"Commercial"
"10113",4,"Medica Self-Insured (MSI)","SD","PPO","Yes",3,3.5,4,"Commercial"
"11106",4,"Sanford Health Plan","SD","HMO","Yes",3,3,4,"Commercial"
"12100",2,"Cigna Health and Life Insurance","SD","PPO","Yes",3,1.5,NA,"Commercial"
"1396",2,"Connecticut General Life Insurance (Cigna)","SD","PPO","Yes",3,1.5,NA,"Commercial"
"1492",NA,"Aetna Life Insurance Company (ND/SD/WY/MT)","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1589",NA,"Avera Health Plans","SD","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"1685",NA,"Coventry Health and Life Insurance Company (Iowa)","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1778",NA,"Coventry Health and Life Insurance Company (South Dakota)","SD","PPO","Yes",NA,NA,NA,"Commercial"
"1874",NA,"Special Agents Mutual Benefit Association","SD","PPO","No",3,NA,NA,"Commercial"
"1971",NA,"Compass Rose Health Plan","SD","PPO","No",NA,NA,NA,"Commercial"
"2065",NA,"DAKOTACARE","SD","HMO","No",NA,NA,NA,"Commercial"
"2158",NA,"Wellmark Blue Cross and Blue Shield of South Dakota","SD","PPO","No",NA,NA,NA,"Commercial"
"9116",4,"Aetna Life Insurance Company (Pennsylvania)","SD","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10114",4,"Medica (Cost)","SD","HMO","No",4,3.5,4,"Medicare"
"11107",3.5,"Coventry Health and Life Insurance Company (Iowa)","SD","PPO","No",3.5,3,4,"Medicare"
"12101",3.5,"Humana Insurance (Ohio)","SD","PPO","Yes",3.5,3.5,3,"Medicare"
"1397",3.5,"UnitedHealthcare Insurance","SD","PPO","Yes",3,3.5,3,"Medicare"
"1493",NA,"Medica (H2458)ʠ","SD","HMO","No",NA,NA,NA,"Medicare"
"170",NA,"[ No Data Submitted for Accounts ]","SD","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9117",4,"Cigna HealthCare of Tennessee","TN","HMO/POS","Yes",4,3,3,"Commercial"
"10115",3.5,"Aetna Health (Pennsylvania) - Tennessee","TN","HMO/POS","Yes",4,2.5,2.5,"Commercial"
"11108",3.5,"BlueCross BlueShield of Tennessee","TN","PPO","Yes",3.5,3,3,"Commercial"
"12102",3.5,"Cigna Health and Life Insurance","TN","PPO","Yes",3.5,3,2.5,"Commercial"
"1398",3.5,"Connecticut General Life Insurance (Cigna)","TN","PPO","Yes",3.5,3,2.5,"Commercial"
"1494",3.5,"Humana Health Plan of Tennessee","TN","HMO/POS","Yes",4,2.5,2.5,"Commercial"
"1590",3,"Aetna Life Insurance Company (Tennessee)","TN","PPO","Yes",3.5,2.5,2,"Commercial"
"1686",3,"Humana Health Plan","TN","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"1779",3,"United HealthCare Services","TN","PPO","Yes",3.5,2.5,2.5,"Commercial"
"1875",3,"UnitedHealthcare Insurance","TN","PPO","Yes",3.5,2.5,2.5,"Commercial"
"1972",3,"UnitedHealthcare Plan of the River Valley","TN","HMO/POS","Yes",3,2.5,2.5,"Commercial"
"2066",3,"UnitedHealthCare Services of the River Valley","TN","HMO/POS","Yes",3,2.5,2.5,"Commercial"
"2159",NA,"Community Health Alliance Mutual Insurance Company","TN","PPO","Yes",NA,NA,NA,"Commercial"
"2250",NA,"Humana Insurance (Tennessee)","TN","PPO","Yes",NA,2,2,"Commercial"
"2345",NA,"Special Agents Mutual Benefit Association","TN","PPO","No",3,NA,NA,"Commercial"
"2440",NA,"Compass Rose Health Plan","TN","PPO","No",NA,NA,NA,"Commercial"
"9118",4,"Aetna Health (Pennsylvania)","TN","HMO","Yes",3.5,4,3,"Medicare"
"10116",4,"Aetna Health (Pennsylvania) - Tennessee","TN","HMO","Yes",3.5,4,3,"Medicare"
"11109",4,"Aetna Life Insurance Company (Pennsylvania)","TN","PPO","Yes",3.5,3.5,3.5,"Medicare"
"12103",4,"Aetna Life Insurance Company (Tennessee)","TN","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1399",4,"Cariten Health Plan","TN","HMO","Yes",4,4,3,"Medicare"
"1495",4,"Humana Health Plan","TN","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1591",3.5,"HealthSpring of Tennessee (H4454)","TN","HMO","No",3.5,4,3.5,"Medicare"
"1687",3.5,"Humana Insurance (Ohio)","TN","PPO","Yes",3.5,3.5,3,"Medicare"
"1780",3.5,"Humana Insurance Company (Tennessee)","TN","PPO","Yes",3.5,3.5,3,"Medicare"
"1876",3.5,"UnitedHealthcare Insurance","TN","PPO","Yes",3,3.5,3,"Medicare"
"1973",3.5,"UnitedHealthcare Plan of the River Valley","TN","HMO","Yes",2.5,3,3,"Medicare"
"2067",3,"HealthSpring of Tennessee (H1415)","TN","HMO","No",3.5,2.5,3,"Medicare"
"2160",3,"HealthSpring of Tennessee (H4407)","TN","HMO","No",3,4,3,"Medicare"
"2251",3,"Humana Insurance","TN","PPO","No",4,3,3,"Medicare"
"2346",1.5,"Windsor Health Plan (TN)","TN","HMO","No",2,1.5,1.5,"Medicare"
"2441",NA,"UnitedHealthcare of Tennessee","TN","HMO/POS","No",NA,NA,NA,"Medicare"
"2536",NA,"BlueCross BlueShield of Tennessee","TN","PPO","No",NA,NA,NA,"Medicare"
"2633",NA,"UnitedHealthcare Plan of the River Valley (H0251)ʠ","TN","HMO","No",NA,NA,NA,"Medicare"
"9119",3.5,"AMERIGROUP Tennessee","TN","HMO","Yes",4,3.5,3,"Medicaid"
"10117",3.5,"UnitedHealthcare Plan of the River Valley (East)","TN","HMO","Yes",3.5,2.5,3,"Medicaid"
"11110",3.5,"UnitedHealthcare Plan of the River Valley (Middle)","TN","HMO","Yes",3.5,3,3,"Medicaid"
"12104",3.5,"Volunteer State Health Plan (BlueCare-East)","TN","HMO","Yes",4.5,3,3,"Medicaid"
"13100",3.5,"Volunteer State Health Plan (TennCare Select)","TN","HMO","Yes",4,2,3.5,"Medicaid"
"1496",3,"UnitedHealthcare Plan of the River Valley (West)","TN","HMO","Yes",3.5,2.5,2.5,"Medicaid"
"1592",3,"Volunteer State Health Plan (BlueCare-West)","TN","HMO","Yes",3.5,2,2,"Medicaid"
"9120",3.5,"Aetna Life Insurance Company (Texas)","TX","PPO","Yes",3.5,3,2.5,"Commercial"
"10118",3.5,"Cigna Health and Life Insurance","TX","PPO","Yes",3,3,2.5,"Commercial"
"11111",3.5,"Connecticut General Life Insurance (Cigna)","TX","PPO","Yes",3,3,2.5,"Commercial"
"12105",3.5,"Humana Health Plan of Texas (San Antonio)","TX","HMO/POS","Yes",3.5,3,2.5,"Commercial"
"13101",3.5,"Scott and White Health Plan","TX","HMO/POS","Yes",3.5,3.5,3,"Commercial"
"1497",3,"Aetna Health (Texas)","TX","HMO/POS","Yes",3.5,2.5,2.5,"Commercial"
"1593",3,"Community First Health Plans","TX","HMO","Yes (Interim)",3,3,2.5,"Commercial"
"1688",3,"Humana Health Plan of Texas (Austin)","TX","HMO/POS","Yes",2,2.5,2.5,"Commercial"
"1781",3,"Humana Health Plan of Texas (Corpus Christi)","TX","HMO/POS","Yes",2.5,2.5,2,"Commercial"
"1877",3,"Humana Health Plan of Texas (Houston)","TX","HMO/POS","Yes",2.5,2.5,2.5,"Commercial"
"1974",3,"Humana Insurance","TX","PPO","Yes",3,3,2,"Commercial"
"2068",3,"United HealthCare Services","TX","PPO","Yes",3,3,2,"Commercial"
"2161",3,"UnitedHealthcare Insurance","TX","PPO","Yes",3,3,2,"Commercial"
"2252",2.5,"Cigna HealthCare of Texas","TX","HMO/POS","Yes",3,2,1.5,"Commercial"
"2347",1,"Allegian Health Plans","TX","HMO","No",NA,1,1,"Commercial"
"2442",NA,"FIRSTCARE","TX","HMO","Yes",NA,NA,NA,"Commercial"
"2537",NA,"Special Agents Mutual Benefit Association","TX","PPO","No",3,NA,NA,"Commercial"
"2634",NA,"UnitedHealthcare Benefits of Texas","TX","HMO","Yes",NA,NA,NA,"Commercial"
"2727",NA,"Blue Cross and Blue Shield of Texas","TX","HMO","No",NA,NA,NA,"Commercial"
"2823",NA,"Blue Cross and Blue Shield of Texas","TX","PPO","No",NA,NA,NA,"Commercial"
"2920",12,"12","TX","12","12",12,12,12,"Commercial"
"9121",4.5,"KelseyCare Advantage","TX","HMO","No",5,5,3.5,"Medicare"
"10119",4,"Aetna Life Insurance Company (Pennsylvania)","TX","PPO","Yes",3.5,3.5,3.5,"Medicare"
"11112",4,"Aetna Life Insurance Company (Texas)","TX","PPO","Yes",3.5,3.5,3.5,"Medicare"
"12106",4,"Scott and White Health Plan","TX","HMO","Yes",4.5,4,3,"Medicare"
"13102",4,"UnitedHealthcare Insurance","TX","HMO","No",4,5,4,"Medicare"
"1498",3.5,"Aetna Health (Texas)","TX","HMO","Yes",2.5,3,3,"Medicare"
"1594",3.5,"Humana Health Plan of Texas","TX","HMO","Yes",2.5,3.5,3,"Medicare"
"1689",3.5,"Humana Insurance (Ohio)","TX","PPO","Yes",3.5,3.5,3,"Medicare"
"1782",3.5,"Humana Insurance Company (Texas)","TX","PPO","Yes",3.5,3.5,3,"Medicare"
"1878",3.5,"Physicians Health Choice of Texas LLC","TX","HMO","Yes",2.5,4.5,3,"Medicare"
"1975",3.5,"UnitedHealthcare Benefits of Texas","TX","HMO","Yes",3,4,3,"Medicare"
"2069",3.5,"UnitedHealthcare Insurance","TX","PPO","Yes",3,3.5,3,"Medicare"
"2162",3,"Care N' Care Insurance","TX","PPO","No",3.5,3.5,3,"Medicare"
"2253",3,"Care1st Health Plan","TX","HMO","Yes",2,3.5,3,"Medicare"
"2348",3,"First Health Life and Health Insurance","TX","PPO","No",3,2.5,3,"Medicare"
"2443",3,"HealthSpring","TX","HMO","No",3,4,3,"Medicare"
"2538",3,"HealthSpring Life and Health (H2165)","TX","HMO","No",3.5,3,2.5,"Medicare"
"2635",3,"Humana Insurance","TX","PPO","No",4,3,3,"Medicare"
"2728",3,"SelectCare of Texas","TX","HMO","No",3,4,3,"Medicare"
"2824",3,"United Healthcare Community Plan of Texas","TX","HMO/POS","Yes",3,2,2.5,"Medicare"
"2921",12,"12","TX","12","12",12,12,12,"Medicare"
"9122",3.5,"AMERIGROUP Texas","TX","HMO","Yes",2.5,3.5,3,"Medicaid"
"10120",3.5,"Molina Healthcare of Texas","TX","HMO","Yes",3,3.5,2.5,"Medicaid"
"11113",3.5,"Superior HealthPlan","TX","HMO","Yes",3,4,2.5,"Medicaid"
"12107",3,"Community First Health Plans","TX","HMO","Yes (Interim)",3,3.5,2.5,"Medicaid"
"13103",NA,"Amerigroup Insurance Company","TX","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1499",NA,"Community Health Choice","TX","HMO","No",3,NA,NA,"Medicaid"
"1595",NA,"Driscoll Health Plan","TX","HMO","No",NA,NA,NA,"Medicaid"
"1690",NA,"FIRSTCARE","TX","HMO","Yes",NA,NA,NA,"Medicaid"
"1783",NA,"Sendero Health Plans","TX","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"1879",NA,"Texas Children's Health Plan","TX","HMO","Yes",NA,NA,NA,"Medicaid"
"1976",NA,"Aetna Better Health of Texas (Bexar)","TX","HMO","No",NA,NA,NA,"Medicaid"
"2070",NA,"El Paso First Health Plans","TX","HMO","No",NA,NA,NA,"Medicaid"
"2163",NA,"Parkland Community Health Plan","TX","HMO","No",NA,NA,NA,"Medicaid"
"2254",NA,"Parkland Community Oriented Primary Care","TX","HMO","No",NA,NA,NA,"Medicaid"
"2349",NA,"Scott and White Health Plan","TX","HMO","No",NA,NA,NA,"Medicaid"
"2444",NA,"Seton Health Plan","TX","HMO","No",NA,NA,NA,"Medicaid"
"2539",NA,"Superior HealthPlan Network (STAR)","TX","HMO","No",NA,NA,NA,"Medicaid"
"2636",NA,"Superior HealthPlan Network (STARPLUS)","TX","HMO","No",NA,NA,NA,"Medicaid"
"2729",NA,"UnitedHealthcare Community Plan","TX","HMO","No",NA,NA,NA,"Medicaid"
"9123",4,"SelectHealth","UT","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"10121",3.5,"Altius Health Plans","UT","HMO/POS","Yes",3,2.5,3,"Commercial"
"11114",3,"United HealthCare Services","UT","PPO","Yes",2,2,3,"Commercial"
"12108",3,"UnitedHealthcare Insurance","UT","PPO","Yes",2,2,3,"Commercial"
"13104",2.5,"Humana Insurance","UT","PPO","Yes",1.5,2,2,"Commercial"
"14100",2.5,"Regence BlueCross BlueShield of Utah","UT","PPO","No (Scheduled)",2.5,2.5,2.5,"Commercial"
"1596",2,"Aetna Life Insurance Company (Utah)","UT","PPO","Yes",2,1.5,2,"Commercial"
"1691",NA,"Arches Health Plan","UT","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"1784",NA,"Special Agents Mutual Benefit Association","UT","PPO","No",3,NA,NA,"Commercial"
"1880",NA,"Compass Rose Health Plan","UT","PPO","No",NA,NA,NA,"Commercial"
"1977",NA,"UnitedHealthcare of Utah","UT","HMO/POS","No",NA,NA,NA,"Commercial"
"9124",4,"Aetna Life Insurance Company (Pennsylvania)","UT","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10122",4,"SelectHealth","UT","POS","No",4.5,3.5,3.5,"Medicare"
"11115",3.5,"Humana Insurance (Ohio)","UT","PPO","Yes",3.5,3.5,3,"Medicare"
"12109",3.5,"Humana Insurance Company (Utah)","UT","PPO","Yes",3.5,3.5,3,"Medicare"
"13105",3.5,"Humana Medical Plan of Utah","UT","HMO","No",3.5,3,3.5,"Medicare"
"14101",3.5,"UnitedHealthcare Insurance","UT","PPO","Yes",3,3.5,3,"Medicare"
"1597",3.5,"UnitedHealthcare of Utah","UT","HMO","Yes",2.5,3.5,3,"Medicare"
"1692",3,"Altius Health Plans","UT","HMO/POS","No",3,3,3.5,"Medicare"
"1785",3,"Regence BlueCross BlueShield of Utah","UT","PPO","No (Scheduled)",4,3.5,3,"Medicare"
"1881",2.5,"Molina Healthcare of Utah","UT","HMO","No",2.5,3,3,"Medicare"
"1978",2,"Sierra Health & Life","UT","PPO","No",2.5,1.5,1.5,"Medicare"
"2071",NA,"Regence BlueCross BlueShield of Utah","UT","HMO","No (Scheduled)",NA,NA,NA,"Medicare"
"9125",3.5,"Molina Healthcare of Utah","UT","HMO","Yes",3,3,3.5,"Medicaid"
"10123",3.5,"SelectHealth","UT","HMO","No",3.5,3.5,4,"Medicaid"
"11116",NA,"University of Utah Health Plans Healthy U","UT","HMO","No",NA,NA,NA,"Medicaid"
"9126",4.5,"Blue Cross and Blue Shield of Vermont","VT","HMO/POS","Yes",4,4,4,"Commercial"
"10124",4.5,"Martin's Point US Family Health Plan","VT","HMO","Yes",5,3.5,3.5,"Commercial"
"11117",4,"Blue Cross and Blue Shield of Vermont","VT","PPO","Yes",3.5,4,3.5,"Commercial"
"12110",4,"Cigna Health and Life Insurance","VT","PPO","Yes",3.5,4,3.5,"Commercial"
"13106",4,"Connecticut General Life Insurance (Cigna)","VT","PPO","Yes",3.5,4,3.5,"Commercial"
"14102",4,"MVP Health Care","VT","HMO/POS","Yes",4,3.5,3.5,"Commercial"
"1598",4,"Vermont Health Plan","VT","HMO/POS","Yes",2.5,3.5,3.5,"Commercial"
"1693",2.5,"Aetna Life Insurance Company (NH/VT)","VT","PPO","Yes",2.5,2.5,2,"Commercial"
"1786",NA,"Special Agents Mutual Benefit Association","VT","PPO","No",3,NA,NA,"Commercial"
"1882",NA,"Compass Rose Health Plan","VT","PPO","No",NA,NA,NA,"Commercial"
"9127",4.5,"MVP Health Care (East/Central NY)","VT","HMO/POS","Yes",4,3.5,4,"Medicare"
"10125",4.5,"MVP Health Care (Rochester/Buffalo)","VT","HMO/POS","Yes",4.5,4.5,4,"Medicare"
"11118",4,"Aetna Life Insurance Company (Pennsylvania)","VT","PPO","Yes",3.5,3.5,3.5,"Medicare"
"12111",4,"MVP Health Care","VT","PPO","No",4,4,4,"Medicare"
"13107",4,"UnitedHealthcare Insurance (Regional)","VT","PPO","Yes",3,3.5,3.5,"Medicare"
"14103",3.5,"UnitedHealthcare Insurance","VT","PPO","Yes",3,3.5,3,"Medicare"
"180",NA,"[ No Data Submitted for Accounts ]","VT","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9128",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","VA","HMO","Yes",4,4.5,4.5,"Commercial"
"10126",4,"HealthKeepers","VA","HMO/POS","Yes",3,3.5,3.5,"Commercial"
"11119",4,"Optima Health Plan","VA","HMO/POS","Yes",4,3.5,3,"Commercial"
"12112",3.5,"Aetna Health (Pennsylvania) - Maryland","VA","HMO/POS","Yes",3.5,3,3,"Commercial"
"13108",3.5,"Aetna Life Insurance Company (Virginia)","VA","PPO","Yes",3,3,3,"Commercial"
"14104",3.5,"Anthem Blue Cross Blue Shield in Virginia","VA","PPO","Yes",2.5,3,3,"Commercial"
"1599",3.5,"CareFirst BlueChoice","VA","HMO/POS","Yes",3,3,2.5,"Commercial"
"1694",3.5,"Cigna Health and Life Insurance","VA","HMO/POS/PPO","Yes",3,3,3.5,"Commercial"
"1787",3.5,"Connecticut General Life Insurance (Cigna)","VA","HMO/POS/PPO","Yes",3,3,3.5,"Commercial"
"1883",3.5,"Coventry Health Care of Virginia","VA","HMO/POS","Yes",3,3.5,3,"Commercial"
"1979",3.5,"Group Hospitalization and Medical Services","VA","HMO/POS","Yes",3,3,2.5,"Commercial"
"2072",3.5,"MD - Individual Practice Association","VA","HMO/POS","Yes",4,3.5,2,"Commercial"
"2164",3.5,"UnitedHealthcare of the Mid-Atlantic","VA","HMO/POS","Yes",3,3.5,2,"Commercial"
"2255",3,"Group Hospitalization and Medical Services","VA","PPO","Yes",2.5,3,2.5,"Commercial"
"2350",3,"Humana Health Plan","VA","HMO/POS","Yes",1.5,3,2.5,"Commercial"
"2445",3,"Optimum Choice","VA","HMO/POS","Yes",2.5,3,2,"Commercial"
"2540",3,"United HealthCare Services","VA","PPO","Yes",2.5,3,2,"Commercial"
"2637",3,"UnitedHealthcare Insurance","VA","PPO","Yes",2.5,3,2,"Commercial"
"2730",NA,"Humana Insurance Company (Virginia)","VA","PPO","No",NA,NA,NA,"Commercial"
"2825",NA,"Innovation Health Insurance Company","VA","PPO","Yes",NA,NA,NA,"Commercial"
"2922",12,"12","VA","12","12",12,12,12,"Commercial"
"9129",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States","VA","HMO","Yes",3.5,5,4.5,"Medicare"
"10127",4,"Aetna Life Insurance Company (Pennsylvania)","VA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"11120",4,"Aetna Life Insurance Company (Virginia)","VA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"12113",4,"Humana Health Plan","VA","HMO","Yes",3.5,3.5,3.5,"Medicare"
"13109",4,"UnitedHealthcare Insurance","VA","HMO","No",4,5,4,"Medicare"
"14105",3.5,"CareMore HealthPlan (H0544)","VA","HMO","No",3.5,4,3,"Medicare"
"15100",3.5,"Humana Health Plan - Kentucky","VA","HMO","Yes",3,3,3,"Medicare"
"1695",3.5,"Humana Insurance (Ohio)","VA","PPO","Yes",3.5,3.5,3,"Medicare"
"1788",3.5,"UnitedHealthcare Insurance","VA","PPO","Yes",3,3.5,3,"Medicare"
"1884",3,"Aetna Health (Pennsylvania) - Virginia","VA","HMO","Yes",2,2.5,2.5,"Medicare"
"1980",3,"American Progressive Life & Health Insurance of New York","VA","PPO","No",3.5,3,3,"Medicare"
"2073",3,"CareMore HealthPlan (H2593)","VA","HMO","No",2,3.5,3.5,"Medicare"
"2165",3,"CareMore HealthPlan (H3447)","VA","HMO","No",2.5,3.5,3.5,"Medicare"
"2256",3,"CareMore HealthPlan (H4346)","VA","HMO","No",2,3,3.5,"Medicare"
"2351",3,"Humana Insurance","VA","PPO","No",4,3,3,"Medicare"
"2446",3,"UnitedHealthcare Insurance","VA","HMO/POS","Yes",2.5,2.5,2.5,"Medicare"
"2541",2.5,"Piedmont Community Healthcare","VA","PPO","No (In process)",3.5,2.5,2,"Medicare"
"2638",2,"UnitedHealthcare Insuranceʠ","VA","PPO","No",2,1,2.5,"Medicare"
"2731",NA,"Care Improvement Plus South Central Insurance","VA","HMO/POS","No",NA,2,2,"Medicare"
"2826",NA,"Optima Health Plan","VA","HMO","No",NA,2.5,4,"Medicare"
"9130",3.5,"HealthKeepers (Medicaid)","VA","HMO","Yes",4,3,3,"Medicaid"
"10128",3.5,"Optima Health Plan","VA","HMO","Yes",3,2.5,2.5,"Medicaid"
"11121",3.5,"Virginia Premier Health Plan","VA","HMO","Yes",2.5,3,3,"Medicaid"
"12114",3,"Coventry Health Care of Virginia","VA","HMO","Yes",3,2.5,3,"Medicaid"
"13110",3,"INTotal Health","VA","HMO","Yes",2.5,2.5,3,"Medicaid"
"14106",NA,"Kaiser Foundation Health Plan of the Mid-Atlantic States(Virginia Medicaid)","VA","HMO","Yes",NA,NA,NA,"Medicaid"
"9131",4.5,"Kaiser Foundation Health Plan of the Northwest","WA","HMO","Yes",3,4.5,4.5,"Commercial"
"10129",4,"Group Health Cooperative","WA","HMO","Yes",2.5,4,4,"Commercial"
"11122",3.5,"Cigna Health and Life Insurance","WA","PPO","Yes",2,3,3.5,"Commercial"
"12115",3.5,"Connecticut General Life Insurance (Cigna)","WA","PPO","Yes",2,3,3.5,"Commercial"
"13111",3.5,"Group Health Options","WA","HMO/POS","Yes",1.5,3.5,3.5,"Commercial"
"14107",3,"Aetna Life Insurance Company (Washington)","WA","PPO","Yes",2,2.5,2.5,"Commercial"
"15101",3,"LifeWise Health Plan of Washington","WA","PPO","Yes",2,2.5,2,"Commercial"
"1696",3,"Moda Health","WA","PPO","Yes",2.5,2.5,2,"Commercial"
"1789",3,"Premera Blue Cross","WA","PPO","Yes",3,3,2,"Commercial"
"1885",3,"Providence Health Plans - Oregon","WA","PPO","No (In process)",2,3,3.5,"Commercial"
"1981",3,"Regence BlueShield","WA","PPO","No (Scheduled)",3,3,3,"Commercial"
"2074",3,"United HealthCare Services","WA","PPO","Yes",2,2.5,3,"Commercial"
"2166",3,"UnitedHealthcare Insurance","WA","PPO","Yes",2,2.5,3,"Commercial"
"2257",2.5,"Asuris Northwest Health","WA","PPO","No (Scheduled)",2,2.5,2.5,"Commercial"
"2352",2.5,"Group Health Options","WA","PPO","No",2,2.5,2.5,"Commercial"
"2447",2.5,"Regence BlueCross BlueShield of Oregon","WA","PPO","No (Scheduled)",2.5,2.5,3,"Commercial"
"2542",2.5,"Regence BlueShield of Idaho","WA","PPO","No (Scheduled)",2.5,2.5,2.5,"Commercial"
"2639",NA,"Special Agents Mutual Benefit Association","WA","PPO","No",3,NA,NA,"Commercial"
"2732",NA,"Compass Rose Health Plan","WA","PPO","No",NA,NA,NA,"Commercial"
"9132",5,"Kaiser Foundation Health Plan of the Northwest","WA","HMO","Yes",4,5,4.5,"Medicare"
"10130",4.5,"Group Health Cooperative","WA","HMO","Yes",4,4.5,4,"Medicare"
"11123",4,"Aetna Life Insurance Company (Pennsylvania)","WA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"12116",4,"Aetna Life Insurance Company (Washington)","WA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"13112",4,"Providence Health Plans","WA","HMO/POS","No",4,5,4,"Medicare"
"14108",3.5,"Asuris Northwest Health","WA","PPO","No (Scheduled)",4,3.5,3,"Medicare"
"15102",3.5,"Humana Health Plan - Kentucky","WA","HMO","Yes",3,3,3,"Medicare"
"1697",3.5,"Humana Insurance (Ohio)","WA","PPO","Yes",3.5,3.5,3,"Medicare"
"1790",3.5,"Regence BlueCross BlueShield of Oregon","WA","PPO","No (Scheduled)",3.5,4,3,"Medicare"
"1886",3.5,"Regence BlueShield","WA","PPO","No (Scheduled)",3.5,3,3.5,"Medicare"
"1982",3.5,"UnitedHealthcare Insurance","WA","HMO/POS","Yes",3,3,3,"Medicare"
"2075",3.5,"UnitedHealthcare Insurance","WA","PPO","Yes",3,3.5,3,"Medicare"
"2167",3.5,"UnitedHealthcare of Washington","WA","HMO","Yes",3,3,3,"Medicare"
"2258",3,"Community Health Plan of Washington","WA","HMO","Yes",1.5,2,3,"Medicare"
"2353",3,"Health Net Life Insurance","WA","PPO","No",3,3,3,"Medicare"
"2448",3,"Regence BlueShield of Idaho","WA","PPO","No (Scheduled)",3.5,3,3,"Medicare"
"2543",2.5,"Group Health Options","WA","PPO","No",3,2,2.5,"Medicare"
