"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1147",3.5,"Vantage Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5576","LA","HMO/POS","Yes",4.5,3,3,"Medicare"
"1243",3,"Humana Benefit Plan of Illinois, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5525","LA","PPO","No",3.5,3,3,"Medicare"
"1342",3,"Humana Insurance Company
                                    
                                        
                                    

                                    
                                        CMS Contract: R5826","LA","PPO","No",3.5,2.5,3,"Medicare"
"1439",3,"WellCare of Louisiana, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1903","LA","HMO","Yes",2.5,2,2,"Medicare"
"1536",NA,"Aetna Health Inc. (Louisiana) dba Coventry Health Care of Louisiana
                                    
                                        
                                    

                                    
                                        CMS Contract: H3928","LA","HMO","No",NA,1.5,2.5,"Medicare"
"1635",NA,"Sierra Health and Life Insurance Company, Inc. (AR,LA,NM,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","LA","PPO","Yes",NA,3.5,3,"Medicare"
"1732",NA,"UnitedHealthcare Insurance Company (AR,LA,OK,TX)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","LA","PPO","Yes",NA,1.5,2.5,"Medicare"
"952",3,"AmeriHealth Caritas Louisiana","LA","HMO","Yes",3,3,2.5,"Medicaid"
"1051",3,"UnitedHealthcare Community Plan of Louisiana","LA","HMO","Yes",4,3,2,"Medicaid"
"1148",2,"Aetna Better Health of Louisiana","LA","HMO","No (Scheduled)",3,2,2,"Medicaid"
"1244",NA,"Amerigroup Louisiana, Inc.","LA","HMO","Yes",NA,NA,NA,"Medicaid"
"1343",NA,"Louisiana Healthcare Connections, Inc.
                                    
                                        
                                    

                                    
                                        Special Project: LA Medicaid","LA","HMO","Yes",NA,NA,NA,"Medicaid"
"953",5,"Martin's Point US Family Health Plan (ME)","ME","HMO","Yes",5,4,4.5,"Commercial"
"1052",4.5,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine","ME","HMO/POS","Yes",4,4,4,"Commercial"
"1149",4.5,"Harvard Pilgrim Health Care, Inc.","ME","HMO/POS","Yes",3,4.5,4.5,"Commercial"
"1245",4,"Cigna Health and Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial"
"1344",4,"Connecticut General Life Insurance Company - Maine","ME","HMO/POS/PPO","Yes",3.5,4,3.5,"Commercial"
"1440",3.5,"Aetna Health Inc. (Maine)","ME","HMO/POS","Yes",3,3,3.5,"Commercial"
"1537",3,"Aetna Life Insurance Company (Maine)","ME","PPO","Yes",3,2.5,2.5,"Commercial"
"1636",3,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","ME","PPO","No (Scheduled)",4.5,2.5,2.5,"Commercial"
"1733",NA,"Maine Community Health Options DBA Community Health Options","ME","PPO","Yes",NA,NA,NA,"Commercial"
"1830",NA,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine","ME","PPO","No",NA,NA,NA,"Commercial"
"1928",NA,"Compass Rose Health Plan","ME","PPO","No",NA,NA,NA,"Commercial"
"954",4.5,"Aetna Health Inc. (Maine)
                                    
                                        
                                    

                                    
                                        CMS Contract: H3597","ME","HMO","Yes",4.5,4,3.5,"Medicare"
"1053",4.5,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5591","ME","HMO/POS","Yes",5,4,4,"Medicare"
"1150",4,"Aetna Life Insurance Company (Maine)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","ME","PPO","Yes",4,4,3.5,"Medicare"
"1246",4,"Martin's Point Generations Advantage, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H1365","ME","PPO","Yes",3.5,3,3.5,"Medicare"
"1345",3.5,"Arcadian Health Plan, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5619","ME","HMO","No",NA,3,3.5,"Medicare"
"1441",3,"American Progressive Life & Health Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H2775","ME","PPO","No",3,3,3,"Medicare"
