"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1441",3.5,"American Progressive Life & Health Insurance Company of New York
                                    
                                        
                                    

                                    
                                        CMS Contract: H2775","ME","PPO","No",4,4,3,"Medicare"
"1541",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","ME","PPO","No",3.5,4,3.5,"Medicare"
"1640",NA,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: R5329","ME","PPO","No",NA,1,3,"Medicare"
"1739",NA,"UnitedHealthcare Insurance Company (CT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0710","ME","PPO","No",NA,1.5,3,"Medicare"
"1835",NA,"Anthem Health Plans of Maine, Inc. dba Anthem Blue Cross and Blue Shield in Maine
                                    
                                        
                                    

                                    
                                        CMS Contract: H8432","ME","HMO","No",NA,NA,NA,"Medicare"
"130",NA,"[ No Data Submitted for Accounts ]","ME","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"955",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","MD","HMO","Yes",2.5,5,4.5,"Commercial"
"1054",4.5,"Johns Hopkins US Family Health Plan","MD","HMO","Yes",4.5,4,3.5,"Commercial"
"1152",4,"CareFirst BlueChoice","MD","HMO/POS","Yes",3,3.5,3,"Commercial"
"1249",4,"CareFirst of Maryland, Inc.","MD","HMO/POS","Yes",3,3.5,3,"Commercial"
"1345",4,"CareFirst of Maryland, Inc.","MD","PPO/EPO","Yes",3,3.5,3.5,"Commercial"
"1442",4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","MD","PPO/EPO","Yes",3,3.5,3.5,"Commercial"
"1542",4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","MD","HMO/POS","Yes",3,3.5,3,"Commercial"
"1641",4,"MD - Individual Practice Association, Inc.","MD","HMO/POS","Yes",4,3.5,3.5,"Commercial"
"1740",3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","MD","HMO/POS","Yes",3.5,3,3,"Commercial"
"1836",3.5,"Aetna Life Insurance Company (MD/DC)","MD","PPO/EPO","Yes",3.5,3.5,3,"Commercial"
"1934",3.5,"Cigna Health and Life Insurance Company - Maryland","MD","HMO/POS/PPO","Yes",4,3.5,3,"Commercial"
"2032",3.5,"Innovation Health Insurance Company","MD","PPO/EPO","Yes",3,3,3,"Commercial"
"2129",3.5,"Johns Hopkins Employer Health Programs","MD","POS","Yes",2.5,4,3,"Commercial"
"2226",3.5,"United Healthcare Services, Inc  (Maryland)","MD","PPO","Yes",2,3.5,3,"Commercial"
"2319",3.5,"UnitedHealthcare Insurance Company (Maryland)","MD","PPO","Yes",2,3.5,3,"Commercial"
"2416",3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","MD","HMO/POS","Yes",3,3,3,"Commercial"
"2514",3,"Optimum Choice, Inc.","MD","HMO/POS","Yes",2,2.5,3,"Commercial"
"2614",1.5,"American Postal Workers Union Health Plan","MD","PPO","No",4,0.5,1.5,"Commercial"
"2713",NA,"Compass Rose Health Plan","MD","PPO","No",NA,NA,NA,"Commercial"
"2812",NA,"Government Employees Health Association, Inc.","MD","PPO","No",NA,NA,NA,"Commercial"
"2910",12,"12","MD","12","12",12,12,12,"Commercial"
"956",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2150","MD","HMO","Yes",3.5,5,4.5,"Medicare"
"1055",4,"Aetna Health Inc. (Pennsylvania) - Maryland
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","MD","HMO","Yes",3.5,3,3.5,"Medicare"
"1153",4,"Aetna Life Insurance Company (MD/DC)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","MD","PPO","Yes",3.5,4,3.5,"Medicare"
"1250",4,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H5652","MD","HMO/POS","No",3.5,4.5,4,"Medicare"
"1346",4,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","MD","PPO","Yes",4,5,3.5,"Medicare"
"1443",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","MD","PPO","No",3.5,4,3.5,"Medicare"
"1543",3.5,"UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","MD","PPO","Yes",3,3.5,3,"Medicare"
"1642",3,"Cigna-HealthSpring Mid-Atlantic, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2108","MD","HMO","Yes",2,3.5,2.5,"Medicare"
"1741",3,"Hopkins Health Advantage Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3890","MD","PPO","No",2.5,3,3,"Medicare"
"1837",NA,"Provider Partners Health Plan †
                                    
                                        
                                    

                                    
                                        CMS Contract: H8067","MD","HMO","No",NA,0,NA,"Medicare"
"1935",NA,"MedStar Family Choice, Inc. (DC)
                                    
                                        
                                    

                                    
                                        CMS Contract: H9915","MD","HMO","No",NA,NA,NA,"Medicare"
"2033",NA,"University of Maryland Health Advantage
                                    
                                        
                                    

                                    
                                        CMS Contract: H8854","MD","HMO","No",NA,NA,NA,"Medicare"
"957",5,"Jai Medical Systems Managed Care Organization, Inc.","MD","HMO","Yes",4,5,4,"Medicaid"
"1056",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","MD","HMO","Yes",3,5,4.5,"Medicaid"
"1154",4,"MedStar Family Choice, Inc.","MD","HMO","Yes",3,4,3.5,"Medicaid"
"1251",4,"UnitedHealthcare of the Mid-Atlantic, Inc. - Medicaid","MD","HMO","Yes",3.5,3.5,3,"Medicaid"
"1347",3.5,"AMERIGROUP Maryland, Inc.","MD","HMO","Yes",3,4,3,"Medicaid"
"1444",3.5,"Priority Partners MCO","MD","HMO","Yes",3.5,4,2.5,"Medicaid"
"1544",3,"Maryland Care Inc., d/b/a/ Maryland Physicians Care","MD","HMO","Yes",2,3,2.5,"Medicaid"
"1643",NA,"University of Maryland Health Partners","MD","HMO","Yes",NA,NA,NA,"Medicaid"
"958",4.5,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.","MA","HMO/POS","Yes",3.5,4.5,4,"Commercial"
"1057",4.5,"Blue Cross and Blue Shield of Massachusetts, Inc.","MA","PPO","Yes",3.5,4,4.5,"Commercial"
